subscription_id,customer_id,plan_id,status_code,subscription_start_date,subscription_end_date
sub_1041_0,1041,p1,active,2024-09-05,
sub_1042_0,1042,p2,Canceled,2024-07-24,2024-11-21
sub_1043_0,1043,p2,pending,2024-06-10,
sub_1044_0,1044,p1,pending,2024-12-05,
sub_1045_0,1045,p2,ACTIVE,2024-04-09,
sub_1046_0,1046,p3,Cancelled,2024-01-10,2024-05-09
sub_1047_0,1047,p1,Canceled,2024-09-15,2025-01-13
sub_1048_0,1048,p3,active,2024-07-04,
sub_1049_0,1049,p1,pending,2024-10-27,
sub_1050_0,1050,p1,active,2024-04-08,
sub_1050_1,1050,p2,active,2024-05-08,
sub_1051_0,1051,p2,Canceled,2024-07-18,2024-11-15
sub_1052_0,1052,p2,Canceled,2024-02-11,2024-06-10
sub_1053_0,1053,p3,active,2024-06-04,
sub_1054_0,1054,p3,Cancelled,2024-11-12,2025-03-12
sub_1055_0,1055,p2,active,2024-07-07,
sub_1056_0,1056,p3,ACTIVE,2024-10-15,
sub_1057_0,1057,p3,Cancelled,2024-05-21,2024-09-18
sub_1058_0,1058,p2,pending,2024-02-24,
sub_1059_0,1059,p3,pending,2024-02-14,
sub_1060_0,1060,p2,ACTIVE,2024-06-30,
sub_1061_0,1061,p2,active,2024-06-10,
sub_1062_0,1062,p1,Canceled,2024-04-28,2024-08-26
sub_1063_0,1063,p1,Cancelled,2024-03-24,2024-07-22
sub_1064_0,1064,p2,ACTIVE,2024-10-26,
sub_1065_0,1065,p3,Cancelled,2024-07-17,2024-11-14
sub_1065_1,1065,p1,active,2024-08-16,
sub_1066_0,1066,p1,pending,2024-03-17,
sub_1067_0,1067,p1,Canceled,2024-02-17,2024-06-16
sub_1068_0,1068,p1,active,2024-03-09,
sub_1069_0,1069,p2,pending,2024-12-17,
sub_1070_0,1070,p2,ACTIVE,2024-11-01,
sub_1071_0,1071,p2,active,2024-05-09,
sub_1072_0,1072,p3,Cancelled,2024-07-18,2024-11-15
sub_1073_0,1073,p2,Canceled,2024-06-20,2024-10-18
sub_1074_0,1074,p2,pending,2024-01-15,
sub_1075_0,1075,p2,pending,2024-06-08,
sub_1076_0,1076,p1,Cancelled,2024-10-30,2025-02-27
sub_1077_0,1077,p2,active,2024-01-20,
sub_1078_0,1078,p3,pending,2024-07-29,
sub_1079_0,1079,p3,pending,2024-04-30,
sub_1080_0,1080,p3,Canceled,2024-08-05,2024-12-03
sub_1080_1,1080,p3,active,2024-09-04,
sub_1081_0,1081,p1,pending,2024-03-05,
sub_1082_0,1082,p3,pending,2024-11-07,
sub_1083_0,1083,p2,Canceled,2024-04-02,2024-07-31
sub_1084_0,1084,p3,active,2024-06-16,
sub_1085_0,1085,p1,Canceled,2024-07-04,2024-11-01
sub_1086_0,1086,p2,Canceled,2024-11-28,2025-03-28
sub_1087_0,1087,p1,Canceled,2024-02-24,2024-06-23
sub_1088_0,1088,p2,pending,2024-08-31,
sub_1089_0,1089,p1,ACTIVE,2024-04-11,
sub_1090_0,1090,p2,ACTIVE,2024-08-21,
sub_1091_0,1091,p2,Canceled,2024-01-15,2024-05-14
sub_1092_0,1092,p2,ACTIVE,2024-03-22,
sub_1093_0,1093,p3,pending,2024-06-26,
sub_1094_0,1094,p3,ACTIVE,2024-01-15,
sub_1095_0,1095,p3,active,2024-11-11,
sub_1095_1,1095,p2,ACTIVE,2024-12-11,
sub_1096_0,1096,p3,ACTIVE,2024-04-25,
sub_1097_0,1097,p2,Canceled,2024-10-17,2025-02-14
sub_1098_0,1098,p3,pending,2024-06-30,
sub_1099_0,1099,p3,Cancelled,2024-03-18,2024-07-16
sub_1100_0,1100,p3,Cancelled,2024-10-24,2025-02-21
sub_1101_0,1101,p1,Canceled,2024-12-17,2025-04-16
sub_1102_0,1102,p3,Canceled,2024-09-20,2025-01-18
sub_1103_0,1103,p1,Canceled,2024-12-22,2025-04-21
sub_1104_0,1104,p1,pending,2024-03-02,
sub_1105_0,1105,p3,Cancelled,2024-01-04,2024-05-03
sub_1106_0,1106,p2,active,2024-04-09,
sub_1107_0,1107,p1,pending,2024-06-21,
sub_1108_0,1108,p2,ACTIVE,2024-11-11,
sub_1109_0,1109,p1,Canceled,2024-03-25,2024-07-23
sub_1110_0,1110,p3,Cancelled,2024-12-31,2025-04-30
sub_1110_1,1110,p2,ACTIVE,2025-01-30,
sub_1111_0,1111,p3,pending,2024-09-23,
sub_1112_0,1112,p2,Cancelled,2024-05-29,2024-09-26
sub_1113_0,1113,p3,ACTIVE,2024-10-12,
sub_1114_0,1114,p1,pending,2024-10-05,
sub_1115_0,1115,p1,Cancelled,2024-11-25,2025-03-25
sub_1116_0,1116,p3,active,2024-10-18,
sub_1117_0,1117,p1,Cancelled,2024-02-29,2024-06-28
sub_1118_0,1118,p3,ACTIVE,2024-11-23,
sub_1119_0,1119,p2,active,2024-08-12,
sub_1120_0,1120,p3,ACTIVE,2024-11-16,
sub_1121_0,1121,p3,Cancelled,2024-04-22,2024-08-20
sub_1122_0,1122,p3,Cancelled,2024-11-14,2025-03-14
sub_1123_0,1123,p2,Canceled,2024-08-31,2024-12-29
sub_1124_0,1124,p1,Cancelled,2024-10-25,2025-02-22
sub_1125_0,1125,p1,ACTIVE,2024-09-19,
sub_1125_1,1125,p3,Canceled,2024-10-19,2025-02-16
sub_1126_0,1126,p1,Cancelled,2024-03-31,2024-07-29
sub_1127_0,1127,p1,active,2024-09-07,
sub_1128_0,1128,p3,pending,2024-05-27,
sub_1129_0,1129,p3,Cancelled,2024-08-01,2024-11-29
sub_1130_0,1130,p2,Canceled,2024-07-13,2024-11-10
sub_1131_0,1131,p3,Canceled,2024-12-28,2025-04-27
sub_1132_0,1132,p1,Cancelled,2024-10-21,2025-02-18
sub_1133_0,1133,p2,active,2024-09-06,
sub_1134_0,1134,p3,Cancelled,2024-01-29,2024-05-28
sub_1135_0,1135,p1,Canceled,2024-04-17,2024-08-15
sub_1136_0,1136,p1,active,2024-09-17,
sub_1137_0,1137,p2,active,2024-03-14,
sub_1138_0,1138,p1,Cancelled,2024-01-02,2024-05-01
sub_1139_0,1139,p3,active,2024-06-11,
sub_1140_0,1140,p2,ACTIVE,2024-05-18,
sub_1140_1,1140,p2,pending,2024-06-17,
sub_1141_0,1141,p1,Canceled,2024-06-07,2024-10-05
sub_1142_0,1142,p1,pending,2024-12-04,
sub_1143_0,1143,p2,active,2024-03-08,
sub_1144_0,1144,p3,Cancelled,2024-06-02,2024-09-30
sub_1145_0,1145,p3,ACTIVE,2024-10-06,
sub_1146_0,1146,p2,Cancelled,2024-09-02,2024-12-31
sub_1147_0,1147,p3,active,2024-07-17,
sub_1148_0,1148,p3,ACTIVE,2024-08-03,
sub_1149_0,1149,p1,Cancelled,2024-07-08,2024-11-05
sub_1150_0,1150,p3,pending,2024-11-11,
sub_1151_0,1151,p2,pending,2024-09-29,
sub_1152_0,1152,p1,active,2024-09-21,
sub_1153_0,1153,p3,Canceled,2024-10-24,2025-02-21
sub_1154_0,1154,p1,active,2024-04-23,
sub_1155_0,1155,p1,ACTIVE,2024-07-19,
sub_1155_1,1155,p3,active,2024-08-18,
sub_1156_0,1156,p2,active,2024-03-18,
sub_1157_0,1157,p3,Canceled,2024-04-21,2024-08-19
sub_1158_0,1158,p3,pending,2024-01-06,
sub_1159_0,1159,p1,active,2024-07-09,
sub_1160_0,1160,p1,Canceled,2024-01-02,2024-05-01
sub_1161_0,1161,p2,pending,2024-04-25,
sub_1162_0,1162,p2,ACTIVE,2024-01-04,
sub_1163_0,1163,p3,Cancelled,2024-11-16,2025-03-16
sub_1164_0,1164,p3,Cancelled,2024-11-10,2025-03-10
sub_1165_0,1165,p1,Canceled,2024-05-30,2024-09-27
sub_1166_0,1166,p2,ACTIVE,2024-02-10,
sub_1167_0,1167,p1,Canceled,2024-08-12,2024-12-10
sub_1168_0,1168,p1,pending,2024-03-19,
sub_1169_0,1169,p2,Cancelled,2024-08-14,2024-12-12
sub_1170_0,1170,p3,active,2024-01-17,
sub_1170_1,1170,p2,Canceled,2024-02-16,2024-06-15
sub_1171_0,1171,p1,active,2024-06-22,
sub_1172_0,1172,p2,pending,2024-03-18,
sub_1173_0,1173,p1,active,2024-08-25,
sub_1174_0,1174,p1,pending,2024-03-05,
sub_1175_0,1175,p1,Canceled,2024-08-10,2024-12-08
sub_1176_0,1176,p2,active,2024-07-11,
sub_1177_0,1177,p1,active,2024-03-16,
sub_1178_0,1178,p2,ACTIVE,2024-05-15,
sub_1179_0,1179,p3,Cancelled,2024-07-13,2024-11-10
sub_1180_0,1180,p1,Cancelled,2024-01-03,2024-05-02
sub_1181_0,1181,p3,Canceled,2024-09-19,2025-01-17
sub_1182_0,1182,p2,pending,2024-10-15,
sub_1183_0,1183,p3,ACTIVE,2024-11-25,
sub_1184_0,1184,p1,ACTIVE,2024-09-12,
sub_1185_0,1185,p3,Cancelled,2024-05-20,2024-09-17
sub_1185_1,1185,p2,pending,2024-06-19,
sub_1186_0,1186,p3,Canceled,2024-05-20,2024-09-17
sub_1187_0,1187,p1,active,2024-12-07,
sub_1188_0,1188,p2,active,2024-05-10,
sub_1189_0,1189,p1,active,2024-09-03,
sub_1190_0,1190,p1,Canceled,2024-04-13,2024-08-11
sub_1191_0,1191,p3,pending,2024-07-11,
sub_1192_0,1192,p2,pending,2024-03-06,
sub_1193_0,1193,p2,active,2024-08-12,
sub_1194_0,1194,p3,ACTIVE,2024-12-27,
sub_1195_0,1195,p1,ACTIVE,2024-06-19,
sub_1196_0,1196,p2,pending,2024-10-01,
sub_1197_0,1197,p1,ACTIVE,2024-08-16,
sub_1198_0,1198,p3,ACTIVE,2024-04-29,
sub_1199_0,1199,p3,Cancelled,2024-08-23,2024-12-21
sub_1200_0,1200,p2,Canceled,2024-04-12,2024-08-10
sub_1200_1,1200,p1,Cancelled,2024-05-12,2024-09-09
sub_1201_0,1201,p2,Canceled,2024-06-08,2024-10-06
sub_1202_0,1202,p3,Canceled,2024-11-30,2025-03-30
sub_1203_0,1203,p1,pending,2024-12-07,
sub_1204_0,1204,p1,ACTIVE,2024-11-24,
sub_1205_0,1205,p2,pending,2024-10-17,
sub_1206_0,1206,p1,pending,2024-01-03,
sub_1207_0,1207,p2,active,2024-10-12,
sub_1208_0,1208,p2,ACTIVE,2024-03-15,
sub_1209_0,1209,p3,active,2024-06-22,
sub_1210_0,1210,p3,pending,2024-06-22,
sub_1211_0,1211,p1,Cancelled,2024-05-11,2024-09-08
sub_1212_0,1212,p3,Canceled,2024-01-16,2024-05-15
sub_1213_0,1213,p3,pending,2024-05-23,
sub_1214_0,1214,p2,active,2024-01-18,
sub_1215_0,1215,p1,ACTIVE,2024-05-17,
sub_1215_1,1215,p1,active,2024-06-16,
sub_1216_0,1216,p2,Canceled,2024-01-04,2024-05-03
sub_1217_0,1217,p2,ACTIVE,2024-07-14,
sub_1218_0,1218,p1,Canceled,2024-10-29,2025-02-26
sub_1219_0,1219,p3,ACTIVE,2024-09-24,
sub_1220_0,1220,p1,ACTIVE,2024-03-25,
sub_1221_0,1221,p1,Canceled,2024-01-20,2024-05-19
sub_1222_0,1222,p2,pending,2024-05-10,
sub_1223_0,1223,p3,Canceled,2024-07-11,2024-11-08
sub_1224_0,1224,p3,Canceled,2024-02-01,2024-05-31
sub_1225_0,1225,p2,pending,2024-10-15,
sub_1226_0,1226,p3,Canceled,2024-03-03,2024-07-01
sub_1227_0,1227,p2,ACTIVE,2024-04-10,
sub_1228_0,1228,p2,pending,2024-12-24,
sub_1229_0,1229,p1,ACTIVE,2024-09-04,
sub_1230_0,1230,p1,ACTIVE,2024-11-21,
sub_1230_1,1230,p1,ACTIVE,2024-12-21,
sub_1231_0,1231,p3,Canceled,2024-07-29,2024-11-26
sub_1232_0,1232,p1,Cancelled,2024-03-23,2024-07-21
sub_1233_0,1233,p3,active,2024-08-24,
sub_1234_0,1234,p3,pending,2024-08-12,
sub_1235_0,1235,p1,pending,2024-03-27,
sub_1236_0,1236,p2,pending,2024-08-01,
sub_1237_0,1237,p3,pending,2024-03-28,
sub_1238_0,1238,p3,Cancelled,2024-12-27,2025-04-26
sub_1239_0,1239,p2,Canceled,2024-08-17,2024-12-15
sub_1240_0,1240,p3,Canceled,2024-11-16,2025-03-16
sub_1241_0,1241,p1,active,2024-07-28,
sub_1242_0,1242,p1,active,2024-11-02,
sub_1243_0,1243,p2,Cancelled,2024-03-12,2024-07-10
sub_1244_0,1244,p2,Canceled,2024-05-01,2024-08-29
sub_1245_0,1245,p1,ACTIVE,2024-11-23,
sub_1245_1,1245,p2,ACTIVE,2024-12-23,
sub_1246_0,1246,p3,active,2024-12-02,
sub_1247_0,1247,p3,Canceled,2024-01-28,2024-05-27
sub_1248_0,1248,p3,Canceled,2024-02-07,2024-06-06
sub_1249_0,1249,p2,ACTIVE,2024-06-15,
sub_1250_0,1250,p1,Cancelled,2024-04-12,2024-08-10
sub_1251_0,1251,p3,ACTIVE,2024-10-17,
sub_1252_0,1252,p1,Cancelled,2024-02-18,2024-06-17
sub_1253_0,1253,p3,Cancelled,2024-08-16,2024-12-14
sub_1254_0,1254,p1,Canceled,2024-05-10,2024-09-07
sub_1255_0,1255,p2,active,2024-08-29,
sub_1256_0,1256,p3,ACTIVE,2024-01-08,
sub_1257_0,1257,p3,Cancelled,2024-10-04,2025-02-01
sub_1258_0,1258,p1,Cancelled,2024-08-22,2024-12-20
sub_1259_0,1259,p3,ACTIVE,2024-02-19,
sub_1260_0,1260,p1,pending,2024-07-26,
sub_1260_1,1260,p3,Canceled,2024-08-25,2024-12-23
sub_1261_0,1261,p3,pending,2024-05-01,
sub_1262_0,1262,p2,pending,2024-05-28,
sub_1263_0,1263,p2,Canceled,2024-11-12,2025-03-12
sub_1264_0,1264,p2,Cancelled,2024-07-03,2024-10-31
sub_1265_0,1265,p2,Canceled,2024-05-19,2024-09-16
sub_1266_0,1266,p3,ACTIVE,2024-01-12,
sub_1267_0,1267,p1,Cancelled,2024-10-31,2025-02-28
sub_1268_0,1268,p2,Canceled,2024-12-25,2025-04-24
sub_1269_0,1269,p3,active,2024-12-06,
sub_1270_0,1270,p1,Canceled,2024-04-24,2024-08-22
sub_1271_0,1271,p3,Canceled,2024-01-26,2024-05-25
sub_1272_0,1272,p3,ACTIVE,2024-04-15,
sub_1273_0,1273,p2,ACTIVE,2024-05-26,
sub_1274_0,1274,p2,Canceled,2024-06-03,2024-10-01
sub_1275_0,1275,p1,Cancelled,2024-11-07,2025-03-07
sub_1275_1,1275,p3,pending,2024-12-07,
sub_1276_0,1276,p3,Cancelled,2024-03-11,2024-07-09
sub_1277_0,1277,p2,Cancelled,2024-10-28,2025-02-25
sub_1278_0,1278,p3,Cancelled,2024-06-20,2024-10-18
sub_1279_0,1279,p2,Cancelled,2024-11-27,2025-03-27
sub_1280_0,1280,p3,active,2024-12-08,
sub_1281_0,1281,p1,active,2024-08-20,
sub_1282_0,1282,p3,active,2024-06-02,
sub_1283_0,1283,p2,pending,2024-01-15,
sub_1284_0,1284,p1,ACTIVE,2024-10-13,
sub_1285_0,1285,p2,ACTIVE,2024-11-13,
sub_1286_0,1286,p3,Cancelled,2024-01-14,2024-05-13
sub_1287_0,1287,p1,Cancelled,2024-10-04,2025-02-01
sub_1288_0,1288,p2,pending,2024-08-18,
sub_1289_0,1289,p3,active,2024-11-03,
sub_1290_0,1290,p1,Cancelled,2024-05-01,2024-08-29
sub_1290_1,1290,p1,active,2024-05-31,
sub_1291_0,1291,p3,Canceled,2024-09-21,2025-01-19
sub_1292_0,1292,p1,ACTIVE,2024-10-05,
sub_1293_0,1293,p2,ACTIVE,2024-06-15,
sub_1294_0,1294,p1,active,2024-08-09,
sub_1295_0,1295,p2,ACTIVE,2024-12-16,
sub_1296_0,1296,p1,Canceled,2024-09-26,2025-01-24
sub_1297_0,1297,p3,pending,2024-07-14,
sub_1298_0,1298,p3,active,2024-04-28,
sub_1299_0,1299,p2,pending,2024-05-30,
sub_1300_0,1300,p1,Cancelled,2024-01-14,2024-05-13
sub_1301_0,1301,p2,Canceled,2024-02-09,2024-06-08
sub_1302_0,1302,p1,pending,2024-01-14,
sub_1303_0,1303,p1,active,2024-10-11,
sub_1304_0,1304,p2,ACTIVE,2024-03-04,
sub_1305_0,1305,p1,Canceled,2024-05-31,2024-09-28
sub_1305_1,1305,p3,pending,2024-06-30,
sub_1306_0,1306,p3,pending,2024-01-11,
sub_1307_0,1307,p2,Cancelled,2024-07-20,2024-11-17
sub_1308_0,1308,p2,ACTIVE,2024-07-12,
sub_1309_0,1309,p3,ACTIVE,2024-07-31,
sub_1310_0,1310,p2,pending,2024-11-07,
sub_1311_0,1311,p2,pending,2024-12-04,
sub_1312_0,1312,p1,ACTIVE,2024-01-08,
sub_1313_0,1313,p3,Canceled,2024-06-26,2024-10-24
sub_1314_0,1314,p2,active,2024-04-06,
sub_1315_0,1315,p3,pending,2024-10-11,
sub_1316_0,1316,p2,Cancelled,2024-03-08,2024-07-06
sub_1317_0,1317,p1,ACTIVE,2024-12-22,
sub_1318_0,1318,p3,Canceled,2024-10-04,2025-02-01
sub_1319_0,1319,p3,Canceled,2024-03-20,2024-07-18
sub_1320_0,1320,p3,Cancelled,2024-05-24,2024-09-21
sub_1320_1,1320,p1,pending,2024-06-23,
sub_1321_0,1321,p1,pending,2024-07-13,
sub_1322_0,1322,p3,ACTIVE,2024-09-09,
sub_1323_0,1323,p2,ACTIVE,2024-03-04,
sub_1324_0,1324,p1,Cancelled,2024-05-02,2024-08-30
sub_1325_0,1325,p2,Cancelled,2024-03-24,2024-07-22
sub_1326_0,1326,p3,Canceled,2024-09-30,2025-01-28
sub_1327_0,1327,p3,ACTIVE,2024-05-17,
sub_1328_0,1328,p2,active,2024-05-31,
sub_1329_0,1329,p1,Canceled,2024-02-24,2024-06-23
sub_1330_0,1330,p1,pending,2024-05-03,
sub_1331_0,1331,p3,Canceled,2024-10-17,2025-02-14
sub_1332_0,1332,p3,Cancelled,2024-01-14,2024-05-13
sub_1333_0,1333,p3,active,2024-07-17,
sub_1334_0,1334,p3,pending,2024-09-30,
sub_1335_0,1335,p2,active,2024-10-25,
sub_1335_1,1335,p3,active,2024-11-24,
sub_1336_0,1336,p1,ACTIVE,2024-08-15,
sub_1337_0,1337,p2,active,2024-01-28,
sub_1338_0,1338,p2,Cancelled,2024-12-07,2025-04-06
sub_1339_0,1339,p2,pending,2024-09-27,
sub_1340_0,1340,p1,ACTIVE,2024-08-12,
sub_1341_0,1341,p3,active,2024-04-04,
sub_1342_0,1342,p3,pending,2024-08-31,
sub_1343_0,1343,p1,pending,2024-08-10,
sub_1344_0,1344,p2,active,2024-08-31,
sub_1345_0,1345,p2,Cancelled,2024-11-17,2025-03-17
sub_1346_0,1346,p1,Canceled,2024-09-01,2024-12-30
sub_1347_0,1347,p3,Canceled,2024-01-20,2024-05-19
sub_1348_0,1348,p3,Cancelled,2024-12-09,2025-04-08
sub_1349_0,1349,p3,Canceled,2024-06-24,2024-10-22
sub_1350_0,1350,p1,Cancelled,2024-06-13,2024-10-11
sub_1350_1,1350,p1,active,2024-07-13,
sub_1351_0,1351,p2,Canceled,2024-09-24,2025-01-22
sub_1352_0,1352,p3,active,2024-01-17,
sub_1353_0,1353,p2,Cancelled,2024-07-31,2024-11-28
sub_1354_0,1354,p2,pending,2024-05-08,
sub_1355_0,1355,p2,Canceled,2024-10-24,2025-02-21
sub_1356_0,1356,p1,Cancelled,2024-12-25,2025-04-24
sub_1357_0,1357,p1,ACTIVE,2024-05-17,
sub_1358_0,1358,p1,Cancelled,2024-05-17,2024-09-14
sub_1359_0,1359,p3,active,2024-08-28,
sub_1360_0,1360,p2,Cancelled,2024-05-07,2024-09-04
sub_1361_0,1361,p1,pending,2024-06-27,
sub_1362_0,1362,p3,Cancelled,2024-09-07,2025-01-05
sub_1363_0,1363,p1,active,2024-10-12,
sub_1364_0,1364,p2,pending,2024-01-17,
sub_1365_0,1365,p3,active,2024-09-27,
sub_1365_1,1365,p1,ACTIVE,2024-10-27,
sub_1366_0,1366,p2,pending,2024-08-10,
sub_1367_0,1367,p1,active,2024-08-16,
sub_1368_0,1368,p2,Canceled,2024-06-12,2024-10-10
sub_1369_0,1369,p3,ACTIVE,2024-03-13,
sub_1370_0,1370,p1,Canceled,2024-02-06,2024-06-05
sub_1371_0,1371,p2,Cancelled,2024-05-06,2024-09-03
sub_1372_0,1372,p2,ACTIVE,2024-02-28,
sub_1373_0,1373,p2,active,2024-08-11,
sub_1374_0,1374,p2,Canceled,2024-05-22,2024-09-19
sub_1375_0,1375,p3,active,2024-11-18,
sub_1376_0,1376,p3,pending,2024-09-02,
sub_1377_0,1377,p2,ACTIVE,2024-03-25,
sub_1378_0,1378,p3,Cancelled,2024-03-10,2024-07-08
sub_1379_0,1379,p3,pending,2024-11-25,
sub_1380_0,1380,p1,active,2024-07-30,
sub_1380_1,1380,p1,Cancelled,2024-08-29,2024-12-27
sub_1381_0,1381,p1,pending,2024-02-01,
sub_1382_0,1382,p3,active,2024-12-13,
sub_1383_0,1383,p3,pending,2024-06-20,
sub_1384_0,1384,p1,pending,2024-11-20,
sub_1385_0,1385,p3,Cancelled,2024-11-30,2025-03-30
sub_1386_0,1386,p1,ACTIVE,2024-08-08,
sub_1387_0,1387,p1,pending,2024-08-25,
sub_1388_0,1388,p1,pending,2024-10-13,
sub_1389_0,1389,p1,active,2024-07-15,
sub_1390_0,1390,p1,Cancelled,2024-03-31,2024-07-29
sub_1391_0,1391,p2,Cancelled,2024-03-18,2024-07-16
sub_1392_0,1392,p3,pending,2024-05-01,
sub_1393_0,1393,p1,pending,2024-06-29,
sub_1394_0,1394,p1,active,2024-07-02,
sub_1395_0,1395,p3,pending,2024-07-30,
sub_1395_1,1395,p3,Canceled,2024-08-29,2024-12-27
sub_1396_0,1396,p1,pending,2024-10-22,
sub_1397_0,1397,p3,pending,2024-02-25,
sub_1398_0,1398,p1,active,2024-05-18,
sub_1399_0,1399,p3,ACTIVE,2024-07-04,
sub_1400_0,1400,p2,Cancelled,2024-10-27,2025-02-24
sub_1401_0,1401,p1,Canceled,2024-11-05,2025-03-05
sub_1402_0,1402,p1,Canceled,2024-09-25,2025-01-23
sub_1403_0,1403,p2,pending,2024-12-09,
sub_1404_0,1404,p3,pending,2024-03-01,
sub_1405_0,1405,p2,Cancelled,2024-02-03,2024-06-02
sub_1406_0,1406,p1,ACTIVE,2024-04-11,
sub_1407_0,1407,p1,ACTIVE,2024-02-14,
sub_1408_0,1408,p3,ACTIVE,2024-08-16,
sub_1409_0,1409,p2,pending,2024-02-23,
sub_1410_0,1410,p1,ACTIVE,2024-11-28,
sub_1410_1,1410,p3,Cancelled,2024-12-28,2025-04-27
sub_1411_0,1411,p3,Cancelled,2024-07-24,2024-11-21
sub_1412_0,1412,p2,pending,2024-06-10,
sub_1413_0,1413,p1,pending,2024-08-10,
sub_1414_0,1414,p3,pending,2024-11-03,
sub_1415_0,1415,p3,ACTIVE,2024-11-09,
sub_1416_0,1416,p1,Canceled,2024-05-03,2024-08-31
sub_1417_0,1417,p3,pending,2024-05-25,
sub_1418_0,1418,p3,active,2024-02-13,
sub_1419_0,1419,p2,pending,2024-07-19,
sub_1420_0,1420,p3,active,2024-12-05,
sub_1421_0,1421,p1,Cancelled,2024-04-06,2024-08-04
sub_1422_0,1422,p3,ACTIVE,2024-01-14,
sub_1423_0,1423,p2,Cancelled,2024-10-23,2025-02-20
sub_1424_0,1424,p3,pending,2024-07-07,
sub_1425_0,1425,p3,Canceled,2024-01-16,2024-05-15
sub_1425_1,1425,p3,active,2024-02-15,
sub_1426_0,1426,p2,ACTIVE,2024-11-01,
sub_1427_0,1427,p2,ACTIVE,2024-04-16,
sub_1428_0,1428,p3,ACTIVE,2024-05-22,
sub_1429_0,1429,p1,active,2024-06-29,
sub_1430_0,1430,p2,pending,2024-03-02,
sub_1431_0,1431,p3,ACTIVE,2024-05-22,
sub_1432_0,1432,p2,active,2024-04-24,
sub_1433_0,1433,p3,Cancelled,2024-06-04,2024-10-02
sub_1434_0,1434,p3,ACTIVE,2024-07-12,
sub_1435_0,1435,p3,Canceled,2024-12-14,2025-04-13
sub_1436_0,1436,p1,Canceled,2024-10-28,2025-02-25
sub_1437_0,1437,p3,Canceled,2024-10-26,2025-02-23
sub_1438_0,1438,p2,Canceled,2024-09-25,2025-01-23
sub_1439_0,1439,p3,ACTIVE,2024-12-20,
sub_1440_0,1440,p3,Canceled,2024-09-04,2025-01-02
sub_1440_1,1440,p2,Cancelled,2024-10-04,2025-02-01
sub_1441_0,1441,p2,ACTIVE,2024-10-28,
sub_1442_0,1442,p2,pending,2024-01-19,
sub_1443_0,1443,p1,Canceled,2024-11-23,2025-03-23
sub_1444_0,1444,p3,pending,2024-09-07,
sub_1445_0,1445,p2,Cancelled,2024-09-08,2025-01-06
sub_1446_0,1446,p2,Canceled,2024-11-20,2025-03-20
sub_1447_0,1447,p2,Cancelled,2024-11-25,2025-03-25
sub_1448_0,1448,p1,pending,2024-04-01,
sub_1449_0,1449,p3,Canceled,2024-08-13,2024-12-11
sub_1450_0,1450,p2,pending,2024-11-19,
sub_1451_0,1451,p1,Canceled,2024-07-17,2024-11-14
sub_1452_0,1452,p1,active,2024-03-21,
sub_1453_0,1453,p3,Canceled,2024-10-11,2025-02-08
sub_1454_0,1454,p3,Canceled,2024-10-07,2025-02-04
sub_1455_0,1455,p3,Canceled,2024-01-18,2024-05-17
sub_1455_1,1455,p3,active,2024-02-17,
sub_1456_0,1456,p2,active,2024-04-16,
sub_1457_0,1457,p2,ACTIVE,2024-11-07,
sub_1458_0,1458,p2,active,2024-12-06,
sub_1459_0,1459,p3,Cancelled,2024-03-26,2024-07-24
sub_1460_0,1460,p2,pending,2024-02-10,
sub_1461_0,1461,p1,pending,2024-08-30,
sub_1462_0,1462,p3,Canceled,2024-07-06,2024-11-03
sub_1463_0,1463,p1,pending,2024-06-25,
sub_1464_0,1464,p1,pending,2024-03-05,
sub_1465_0,1465,p1,active,2024-04-01,
sub_1466_0,1466,p3,active,2024-01-08,
sub_1467_0,1467,p3,Cancelled,2024-11-23,2025-03-23
sub_1468_0,1468,p2,Canceled,2024-08-26,2024-12-24
sub_1469_0,1469,p1,active,2024-04-26,
sub_1470_0,1470,p1,Canceled,2024-06-04,2024-10-02
sub_1470_1,1470,p2,Cancelled,2024-07-04,2024-11-01
sub_1471_0,1471,p2,Canceled,2024-09-19,2025-01-17
sub_1472_0,1472,p3,pending,2024-12-23,
sub_1473_0,1473,p2,ACTIVE,2024-07-28,
sub_1474_0,1474,p1,ACTIVE,2024-12-09,
sub_1475_0,1475,p1,Canceled,2024-02-24,2024-06-23
sub_1476_0,1476,p1,pending,2024-01-21,
sub_1477_0,1477,p1,active,2024-04-16,
sub_1478_0,1478,p3,ACTIVE,2024-03-12,
sub_1479_0,1479,p2,pending,2024-08-07,
sub_1480_0,1480,p2,Canceled,2024-06-25,2024-10-23
sub_1481_0,1481,p1,ACTIVE,2024-10-03,
sub_1482_0,1482,p3,pending,2024-03-25,
sub_1483_0,1483,p1,pending,2024-09-15,
sub_1484_0,1484,p2,ACTIVE,2024-02-14,
sub_1485_0,1485,p3,ACTIVE,2024-09-07,
sub_1485_1,1485,p2,active,2024-10-07,
sub_1486_0,1486,p1,Cancelled,2024-12-29,2025-04-28
sub_1487_0,1487,p3,Canceled,2024-06-30,2024-10-28
sub_1488_0,1488,p1,pending,2024-04-28,
sub_1489_0,1489,p3,pending,2024-04-02,
sub_1490_0,1490,p3,pending,2024-07-15,
sub_1491_0,1491,p1,Canceled,2024-10-30,2025-02-27
sub_1492_0,1492,p2,Cancelled,2024-03-28,2024-07-26
sub_1493_0,1493,p3,pending,2024-07-08,
